OCI-Ly1_DMSO_rep1	OCI-Ly1_DMSO_rep2	OCI-Ly1_DMSO_rep3	OCI-Ly1_JIB04_150nM_rep1	OCI-Ly1_JIB04_150nM_rep2	OCI-Ly1_JIB04_150nM_rep3	OCI-Ly1_JIB04_500nM_rep1	OCI-Ly1_JIB04_500nM_rep2	OCI-Ly1_JIB04_500nM_rep3
SERAC1	373.45209	253.012	383.9037	378.7375	387.9763	281.54	516.868	404.3457	493.3968
SERBP1	22063.48	16067.09	23811.2	20503.86	21558.11	18069.51	21211.64	16506.38	18590.05
SERF1A	288.68460782812	214.3502	137.997940499417	421.9157	283.769000031016	68.3183726	207.06229	208.413894	418.2546123665
SERF1B	544.3615	368.211	617.856143509	374.90248	557.695000048561	483.2145	906.29	654.788	552.097400314377
SERF2	13481.5884	9541.64097	12593	12828.3379	11287.71837	8805.5773	13337.3375	10837.62022	11991.0655
SERF2-C15ORF63	67.0508	9.35516	8.04935	7.63619	42.4573	16.9039	19.0368	75.4175	34.5284
SERGEF	845	578	910	758	645	585	934	595	792
SERHL	2.2249	2.39679	2.15258	7.07767	2.00797	2.09384	2.62927	6.71223	6.46869
SERHL2	631.141	420.59	597.225	545.592	494.669	410.977	381.252	270.711	258.864
SERINC1	1822.06	1223.31	1916.85	2005.06	2170.92	1615.11	4644.64	3403.91	4275.74
SERINC2	23.43856	21.4067	26.3402	29.2328	21.2129	19.3915	50.559824	50.66231	33.0879
SERINC3	1657.003	1196	1635.999	1731.001	1833.997	1302.003	3619	2454.004	3111.997
SERINC4	349.956	280.21	273.946	299.302	258.7563	196.6867	235.968	202.2096	220.5014
SERINC5	6375.062	4548.1731	6445.9198	7380.02	7379.668	5706.626	15111.854	11482.334	13616.102
SERP1	3663	2466	3907	3572	4229	3223	6812	5417	6319
SERP2	3	3	1	2	4	2	7	4	8
SERPINA1	0	0	0	0	0	0	7.00000287966	0	0
SERPINA10	155.491	120.974	199.024	122.757	167.025	123.636	171.4458	155.381	169.473
SERPINA11	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	2	0	1
SERPINA13P	0	0	0	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	0	0	2	0
SERPINA4	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0	0	0	0
SERPINA6	1	0	2	0	0	0	0	0	2
SERPINA7	0	0	0	0	0	0	0	0	0
SERPINA9	3	0	7	4	0	1	5	13	4
SERPINB1	1371.3742	1068.7227	1364.13046	1366.4887	1351.073	934.43105	1335.2839	1130.361	1149.7766
SERPINB10	0	0	0	0	0	0	9	0	12
SERPINB11	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	1	0	0
SERPINB2	0	0	0	0	0	0	0	0	2
SERPINB3	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	0	1
SERPINB5	0	0	0	0	0	0	0	0	0
SERPINB6	169.16397	124.02476	212.53979	218.24863	210.32567	167.5169	389.63109	260.3595	319.8308
SERPINB7	0	0	0	0	0	0	0	0	0
SERPINB8	35.0000026	20.0000406	47.9999597	51	56.000021	30.0000453	96.99997	85	67.0000632
SERPINB9	5008.97	3677.1	5071.82	4588.64	4983.59	3760.66	3921.28	2990.49	3907.58
SERPINC1	4	0	2	1	0	0	1	0	3
SERPIND1	26	22	18	30	32	23	24	8	26
SERPINE1	66.214900990782	40.71450117475	66.8031010568	56.85390102932	54.67500368255	28.09650117428	69.244300763758	42.7087	60.20820130906
SERPINE2	6	2	6	7	6	2	52.99996	37	29
SERPINE3	8.32524	5.06037	14.4836	12.1312	11.5548	9.271	13.2165	13.2094	18.5228
SERPINF1	376	277	345	365	357	262	722	519	666
SERPINF2	6.0000015218	1	6	4	6.0000014511	2	7	2	3
SERPING1	0	0	0	0	0	0	0	0	1
SERPINH1	15	10	17	21	39	26	183.0002	140	153.9997
SERPINI1	310.0002	213.0003	315.9998	335	331.9999	297	533	313	517
SERPINI2	0	0	0	2	0	0	0	0	0
SERTAD1	352	205	274	308	268	195	480	325	353
SERTAD2	1154	791	1169	1130	1055	930	1254	886	1248
SERTAD3	286.0004	226.0002	325.9998	288.0003	255	203.9997	272.0001	172	206.9997
SERTAD4	0	0	0	0	0	0	0	0	0
SERTAD4-AS1	0	0	0	0	0	0	0	0	0
SERTM1	2	0	0	0	1	0	1	1	2
SESN1	264.0002	191.99961	297.00024	357.0005	365.0003	224.9998	684.0002	537.9998	687.0003
SESN2	435	273	373	908	876	616	7357	5438	5778
SESN3	1018.0004	710.00042	1058.9961	907.9998	1117.0037	798.0001	1072.003	947.9997	997.9998
SESTD1	977	561	883	833	971	788	1073	779	942
SET	39869.02	29740.055	43618.99	40328.053	43481.082	34133.004	56774.003	42528.015	49013.075
SETBP1	454	300.0003	475	474.0005	440.9995	335.0004	682.0001	594.0005	610.9996
SETD1A	727	502	609	823	628	506	1102	888	1084
SETD1B	336	203	254	298	286	207	614	464	519
SETD2	4343	2908	4163	4268	4116	3535	5220	4006	4823
SETD3	1351.003	984	1394	1278	1250	1078	1780.997	1442.001	1557.002
SETD4	533.4043	343.22405	510.4451	462.3146	471.2986	382.245	671.7135	490.1764731	503.1018
SETD5	2094	1310	2018	1925	1809	1419	2283	1834	2169
SETD5-AS1	610.505	423.903	685.988	554.663	654.547	467.562	599.839	406.865	611.6
SETD6	569.2255	368.6721	564.151000106337	529.1303	529.68108911	392.5466	440.7352	472.9315	458.7465
SETD7	1246	770	1242	1265	1354	1041	2517	1873	2168
SETD8	3233	2353	3457	3076	2886	2479	4449	3489	3882
SETD9	124	113	135.9998	125	150	86	199.0001	143	173.9998
SETDB1	2387.004	1681.003	2273.004	2465.0015	2036.0031	1682.9995	2954.997	2202.9961	2608.998
SETDB2	2150.526	1482.375	2300.094	2190.356	2339.965	1780.699	2849.219	2227.752	2604.693
SETMAR	967.2618	645.01994153	938.205805	922.694126	832.300600291548	712.9873	990.7848	708.332961	800.9356
SETX	10434	6604	10528	11437	11817	9014	25194	19107	22380
SEZ6	9	19	17	13	10.000003	14.000022	20	23	11.000017
SEZ6L	0	0	2.000003	0	0	0	0	0	0
SEZ6L2	0	1	0	0	1	2	0	3	2
SF1	3121.0005	1984.0003	2838.9987	3231.9987	2845.0006	2113.00356	3568.001	2956.999	3235.9996
SF3A1	2774.7278	1932.79	2772.67	2822.61	2399.63	1936.69	2759.39	2056.5602	2582.3698
SF3A2	421	219	335	367	335	235	618	509	586
SF3A3	6445.56	4339.22	6431.79	6047.63	5698.63	4686.16	7011.79	5157.75	6379.01
SF3B1	21967.033	14950.009	22860.976	22034.047	21462.964	17968.983	25343.996	19383	23060.016
SF3B14	2036	1551	2234	2035	2209	1908	3110	2277	2645
SF3B2	8843	6157	8795	8627	8016	6349	10349	8105	8923
SF3B3	21674.8	14213.3	20374.6	20233.4	18803.6	14805.5	19787.2	15533.2	17985.1
SF3B4	887	542	840	828	752	561	1033	814	884
SF3B5	1719	1177	1642	1761	1633	1253	2330	1651	1956
SFI1	1601.999847	1019.0003	1428.0003585613	1809.995087846	1497.9994	1151	2603.0044	1973.99600151262	2357.996
SFMBT1	769	563	714	697	693	624	1116	739	915
SFMBT2	1329.9746	808.4117	1292.607	1406.741	1382.470325778	1075.970393903	2735.873	2080.290485936	2401.976
SFN	15.9887	2.03354	26.1591	11.1904	8.13894	7.0785	12.1186	16.5366	17.1191
SFPQ	14069	9715	15653	14082	13901	11834	13733	11320	12233
SFR1	418.471	343.417	514.15	400.755	461.293	361.3478	461.787	413.549	454.672
SFRP1	0	0	0	0	0	0	0	7	0
SFRP2	0	0	0	0	0	0	0	0	1
SFRP4	0	0	0	0	0	0	0	0	1
SFRP5	1	0	2	4	1	1	5	2	5
SFSWAP	1666.9978	1091.0048	1690.003	1655.997	1607.998	1315.999	2344.999	1920.9975	2106.004
SFT2D1	552	352	521	614	607	449	1020	689	974
SFT2D2	614	439	602	683	598	423	815	688	699
SFT2D3	415	332	409	379	420	300	538	479	449
SFTA1P	105	50	100	65	75	54	63	54	45
SFTA2	0	0	0	0	0	0	0	0	3
SFTA3	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0	0	0	0
SFTPB	117.4333	51.68964	74.06973	82.3024	83.9868	59.75269	75.6755	96.755	77.4801
SFTPC	0	0	0	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0	4	0	0
SFXN1	4371.36	2908.63	4445.89	3993.32	4090.37	3243.13	3821.26	3108.12	3653.42
SFXN2	548.932	364.882	504.984	527.683	450.028	365.034	527.206	504.138	467.06
SFXN3	65.0448	69.9786	62.4295	74.7649	70.9007	47.6175	123.497	75.6762	136.38
SFXN4	1234	939	1230	1278	1208	904	1167	983	1050
SFXN5	125	59	103	134	114	104	229	223	234
SGCA	0	0	0	1	0	0	3	2	0
SGCB	335	248.927	364.779	359.564	401.962	255.883	522.294	394.52	478.177
SGCD	9.9999976	5.00000415	5.9999991	11.9999913	7.0000006	1.99999664	4.99999735	5.999998	4.999996
SGCE	225	156	317.9852	249	276.4239	207.96241	465.34517	357.4627	407.8709
SGCG	0	3	0	4	2	1	1	0	3
SGCZ	0	0	0	0	0	0	0	0	0
SGIP1	5	6	2	6	4	0	5	3	3
SGK1	16	3	12.99998	19	12	4	156.99979	66.00003	115
SGK110	0	0	0	0	0	0	0	0	0
SGK196	1178.77	740.191	1022.3	1175.72	1072.66	837.777	1323.73	1224.52	1348.62
SGK2	4	0	2	3.0000036	4.0000048	0.9999998	14	1.9999962	7.9999984
SGK223	480	295	341	346	326	222	462	432	487
SGK3	755.0143	603.254	897.7057	669.13353	694.456	573.145	555.897	460.9625	504.2867
SGK494	636.854	408.455	615.102	622.412	603.221	435.091	680.249	463.933	635.242
SGMS1	520	378	524	485	521	427	923	592	723
SGMS2	17	11	25	20	25	20	36.0000132257	20	40
SGOL1	1127.44723	773.78734	1232.6617703758	1063.39793	1136.8653956	861.03573	1162.47051	885.5614647	1012.1868
SGOL1-AS1	13.795	14.3791	15.8868	8.38985	7.76943	5.75226	13.2144	0	8.27687
SGOL2	2265.003	1595.997	2584.9963	2123.0025	2556	2218.0035	1828.005	1561	1703.996
SGPL1	1429.33	967.18	1292.83	1311.91	1248.96	1009.43	1966.13	1523.44	1898.6
SGPP1	1713	1350	1842	1508	2009	1571	2311	1732	2137
SGPP2	38	32	45	47	40	30	53	70	58
SGSH	7	3	6	7	4	7	29	26	32
SGSM1	29.9817	29.4719	40.8977	36.1018	36.2341	19.7678	32.661057	33.8989	34.8461
SGSM2	2247.998	1434	2071.987	2308.002	2087.999	1521	3203	2898	3002
SGSM3	3676	2415	3053	3607	3178	2255	4072	3408	3689
SGTA	2480	1622	2222	2493	2166	1658	3170	2425	2897
SGTB	869.103	527.937	961.375	826.48	996.939	777.193	1264.23	921.411	1131.24
SH2B1	1082.0005	750.99993	1036.9991355	1240.00083	1122.0001	820.999600279878	1419.001	1226.9994	1429.00000007309
SH2B2	1392	856	1290	1274	1228	863	1334	1177	1221
SH2B3	281.874	160.839	210.801	251.984	255.006	194.021	645.319	561.874	609.999
SH2D1A	0	0	0	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0	0	0	0
SH2D2A	16.9999560319	9	8	17.00001	19.999990177745	11	15.99997	14.000013231	26.00004
SH2D3A	532.106	340.69	481	514.226	447.032	322	682.765	530.174	636.72
SH2D3C	550.00005438727	351.99988829393	547.0000018772	581.99965	540.0002665907	394.0001911865	1300.9987250543	1008.99957	1198.003
SH2D4A	1	0	4	0	0	1	1	0	0
SH2D4B	4	3	0	2	3	0	0	2	4
SH2D5	65	59	42.00000134628	66	78	53	113	106	123
SH2D6	1	0	1	2	3	1	1	6	1
SH2D7	0	0	1	4	1	0	0	0	2
SH3BGR	15.99997	7	10	18.00001	21	10	50	46	49
SH3BGRL	2544.56	1835	3021.45	2311	2969.79	2450.81	3307.85	2724	3292.93
SH3BGRL2	0	0	2	0	0	1	1	0	1
SH3BGRL3	801	472	689	710	661	608	1055	685	825
SH3BP1	652	356	500	543	453	334	493	441	479
SH3BP2	620.79900154335	367.56917482966	516.7912242633	657.781004996857	672.834007407697	428.7590090414	2247.9062	1826.47560686362	1891.6508
SH3BP4	0	0	3	0	0	0	0	0	3
SH3BP5	256.0123	192.517	264.40542	260.72919	191.3527	154.004	160.4322	168.118	174.32732
SH3BP5-AS1	195.988	143.483	171.595	195.271	203.647	142.996	256.568	172.882	197.673
SH3BP5L	986	674	884	959	831	639	1236	980	1053
SH3D19	20	8	13	12	12	15	10	6	16.0000300845841
SH3D21	382.0002	211.0005	353.9995	358.0004	321.0001	261	658	503	565
SH3GL1	1035.0004	568	878.9996	973	841.9997	668.0001	1376.0042	1125.9967	1218.001
SH3GL1P1	41.346	16.6517	44.7925	20.8353	28.3705	26.5916	16.5411	38.1476	17.3142
SH3GL1P2	50.654	34.3483	39.2075	45.1647	33.6295	14.4084	44.4589	35.8524	37.6858
SH3GL2	1	0	0	0	1	2	6	2	3
SH3GL3	0	0	0	0	0	0	0	0	0
SH3GLB1	1868.5464	1328.5683	2082.6946	1800.0959	1918.5833	1606.0233	2296.20473	1796.0976	2136.32
SH3GLB2	2284	1439	2104	2321	2052	1525	2603	2192	2472
SH3KBP1	3510.00045	2498	3779.0041	3572.00411	3611.0044	2912.00213	5235.00579	4216.99693	4454.0024
SH3PXD2A	249.53	199.049	298.247	288.838	247.105	152.387	445.929	291.176	415.338
SH3PXD2B	8	13	14	21	14	12	47	43	56
SH3RF1	2	2	2	1	1	3	23	9	14
SH3RF2	0	0	1	0	0	0	0	2	0
SH3RF3	0	0	0	0	0	0	0	0	0
SH3RF3-AS1	32.7295	24.2837	20.3391	20.6354	30.3879	12.1167	18.079	17.3826	24.152
SH3TC1	3536	2535	3386	3341	3061	2274	4281	3210	3539
SH3TC2	123.674	81.0608	148.649	117.527	96.4925	94.1275	114.934	100.718	96.0094
SH3YL1	170.9999	163.9996	228.0003	225.9997	207.0002	182.9997	333	260.0004	294
SHANK1	0	0	0	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0	2	0	2
SHANK2-AS1	71.7357	17.8071	52.9221	33.7313	55.8648	33.5543	71.7629	42.6022	33.7897
SHANK2-AS3	276.548	171.64	284.082	227.683	258.309	162.094	274.197	175.335	260.003
SHANK3	1	0	0	3	0	3	3	6	15
SHARPIN	809	461	684	753	730	540	1304	1093	1167
SHB	62.1237	28.1599	90.1847	62.1754	54	46.1583	185.219	171	170
SHBG	2	0	1	3	1	0	8	0	5
SHC1	1391.0002	934.9988	1237.0014	1340.9993	1212.9999	869.9987	1490.9993	1287.9994	1472
SHC2	1	0	0	1	2	1	1	1	0
SHC3	3	0	3	3	0	0	2	6	6
SHC4	10	1	5	6	7	7	7	4	5
SHCBP1	2870.25	2128.41	2787.05	2906.4	2765.34	2223.78	2953.84	2108.53	2709.11
SHCBP1L	5	7	5	4	4	4	1	3	8
SHD	0	0	0	0	0	0	0	0	1
SHE	80.4535	31.1168	46.2194	57.6921	66.5369	40.156	49.7305	49.109	45.8096
SHF	70	41	69	64	53	35	91	70	61
SHFM1	3742	2643	3774	3715	3663	2823	3967	2896	3299
SHH	0	0	0	0	0	0	1	0	0
SHISA2	30.7814	37.5916	31.4154	36.4759	49.8468	27.2423	50.5951	30.9325	30.8303
SHISA3	1	0	0	4	0	0	0	0	1
SHISA4	0	0	2	1	3	1	10	5	4
SHISA5	1829.99690006772	1180.00378016884	1730.9999086575	1846.99713719753	1579.99830052207	1225.00420021391	2529.99714	2001.9954	2395.99615
SHISA6	0	0	0	1.000000114134	1.000000365862	1.000000240085	0	0	1.000000132194
SHISA7	1	4	4	3	4	3	21	3	11
SHISA8	1	0	1	2	6	0	5	1	2
SHISA9	2732.8512	1563.9333	2660.5231	2408.1279	2777.4786	1824.5162	2082.1483	1797.8711	2463.0125
SHKBP1	1913	1244	1612	1902	1640	1212	2051	1843	1947
SHMT1	2138.44	1518.723	2089.499	2165.631	2034.914	1507.243	2861.205	2172.036	2583.154
SHMT2	11338.9926	7778.9995	11444.97229	12896.0364	11820.0010003659	8731.9984	28184.9975031	21629.9667	23562.963730031
SHOC2	2699.0046	1857	2923	3050.0048	3201.0045	2547.003	5789.9986	4586.999	5335.001
SHOX	134.5689	123.4911	129.3849	99.7545	86.5986	89.3689	117.9188	77.1812	122.6007
SHOX2	564	373.0000575177	662.999	659	675	511	790.0000051	678	750.000105456
SHPK	947.891	569.441	968.669	916.639	817.742	642.49	1051.77	857.687	973.33
SHPRH	2716.048	1897.272	2803.109	2578.708	2747.129	2160.682	3613.78	2634.46	3195.128
SHQ1	1638	1143	1678	1539	1675	1260	1945	1402	1602
SHROOM1	86.1057	43.6412	79.4949	81.7821	73.3445	48.9839	160.2961	136.1211	186.4077
SHROOM2	0	2	7	2	3	4	3	1	6
SHROOM3	133.379	67.794	95.066	109.742	97.2882	89.1942	89.2358	89.6421	97.5702
SHROOM4	57.0873	36.8815	75.5138	82.0763	68.7976	47.071	67.6354	58.0937	51.2795
SI	0	0	0	0	0	0	0	0	0
SIAE	223.01	157.45769	148.9959	246.469	181.00046	81.4527	177.925	119.196	135.00536
SIAH1	648.6749	435.6099	642.8328	704.2151	703.6253	580.9609	1387.138	961.319	1163.719
SIAH2	959	800	987	1035	935	771	2316	1703	1994
SIAH3	57.7224	35.5764	57.7179	42.2062	49.3612	30.2137	35.4522	45.2945	35.5446
SIDT1	288.594	175.122	274.633	289.715	304.698	205.885	375.157	281.061	378.982
SIDT2	128.354	112.819	118.689	154	111.778	115	208.652	196.508	202.326
SIGIRR	118	79	114	115	109.00000001255	72	230.0002	150	212.0003
SIGLEC1	0	0	0	0	0	0	3	7	3
SIGLEC10	976.96078	615.6524	884.3518	835.6165	791.508	643.2083	844.46101514732	596.291	797.972
SIGLEC11	79.1423	68.3168	110.112	125.662	70.2361	56.5484	78.915	37.0397	84.4945
SIGLEC12	0	0	0	0	0	0	0	0	0
SIGLEC14	31.0672	12.4511	17.2612	16.3418	17.7546	9.19716	27.3144	28.3812	19.1138
SIGLEC15	18.353	10.181	28.3401	18.3026	15.3344	20.2842	12.1182	8.05471	11.2049
SIGLEC16	192.983	126.386	180.175	139.776	175.709	120.443	168.939	147.829	152.47
SIGLEC17P	0	1	0	0	0	0	0	1	0
SIGLEC5	5.11987	1	7.25792	5.92164	6.22468	4	8.19876	6	8.53942
SIGLEC6	0	0	0	0	0	0	0	0	2.00000398835
SIGLEC7	0	0	0	0	0	0	0	0	0
SIGLEC8	165.337	126.099	145.94	151.247	125.978	97.7225	155.381	117.505	145.644
SIGLEC9	7	0	14	7	8	9	11.1218	12	9
SIGLECL1	0	0	0	0	0	0	0	0	0
SIGMAR1	1868.0016	1217	1834.0041	1938.0048	1643.9993	1351.0028	2639.9992	2329.001	2409.997
SIK1	261.294	199.284	251.415	238.43	194	178	184.231	163	188
SIK2	1904	1265	1757	1808	1763	1270	2457	2015	2361
SIK3	677	530	665	667	599	489	992	825	947
SIKE1	3069.538	2173.8322	3273.169	3084.44	3547.963	2627.1003	4753.434	3707.083	4260.883
SIL1	240.9999	202.0001	241.9999	244	254.0001	179.9995	476.9998	425	387
SIM1	41	24	35	36	29	31	31	48	37
SIM2	24	9	29	12	31	19.00001	35	45	38
SIMC1	270.45	186.609	279.028	254.972	252.765	188.398	356.351	254.01	310
SIN3A	2489.293	1743.514	2689.9657	2734.192	2502.371	2048.574	3165.997	2483.999	2938.005
SIN3B	908	573	752	855	746	602	1600	1220	1411
SIPA1	1014	603	875	968	837	623	1106	988	988
SIPA1L1	1227	775	1218	1276	1135	913	1742	1411	1701
SIPA1L2	1	0	0	0	0	0	3	0	7
SIPA1L3	2100	1353	1814	1890	1604	1278	2752	2277	2518
SIRPA	0	0	1	0	0	1	12	3.90171	9
SIRPB1	1	3	6	7	2	3	5	5.09829	4
SIRPB2	30.5928	14.9247	40.8743	28.4453	33.7153	26.2906	16.5221	11.3218	21.2135
SIRPD	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0
SIRT1	1896.999	1469.005	2123.004	1837.002	2060.002	1729.999	3367.999	2518.995	2968.997
SIRT2	701.0002	467	578	780	631.0001	512.0003	1417.9998	1076	1255.999
SIRT3	407.8316	285.96173	364.1257	365.99	361.2919	266.1438	468.2262	343.0338	466.9486
SIRT4	35	45	37	40	50	20	68	59	54
SIRT5	861.8733	620.818	892.384	865.3818	864.635	654.8005	1222.9759	981.0665	1177.4435
SIRT6	503.9997	293.9997	446.00026	506.0001	442	320.0003	650.00042	517.99979	528.9998
SIRT7	517	386	472	550	489	332	847	643	686
SIT1	2035	1311	1740	1764	1709	1134	1997	1621	1732
SIVA1	2628.0003	1665.99616	1989.9977	2620.9986	2423.9975	1499.0038	3787.0037	3028.9968	3271.0027
SIX1	7	7	11	10	13	10	34	40	28
SIX2	0	0	0	0	0	0	0	0	0
SIX3	11.03	23.2539	7.03653	4.05153	6.01446	8.00068	4.00733	5.02122	5.02588
SIX4	109.809	91.3129	96.341	103.298	113.506	71.974	152.841	114.643	131.888
SIX5	54	48	53	73	59	32	218	153	187
SIX6	2	0	6	0	2	0	0	0	0
SKA1	1890.163	1372.484	1968.8	1905.197	2140.746	1682.548	3677.4	2784.09	3263.8
SKA2	2096.995	1707.865	2516.889	2191.788	2563.734	2130.949	3346.274	2613.856	3039.639
SKA3	1034.774	670.5289	1161.562	1000.8496	1098.594	926.407	1478.0606	1140.36	1278.398
SKAP1	0	0	0	0	0	0	0	0	0
SKAP2	1570.83	1085.85	1666.15	1595.61	1552.15	1300.62	1702.68	1425.24	1672.94
SKI	67	47	64	97	83	53	263	159	207
SKIDA1	37.5898	43.8457	32.9624	35.1034	39.9186	32.8027	52.6869	51.8141	39.5538
SKIL	1656.8978	1264.7606	1896.563	1599.7324	1986.5797	1503.2154	3626.8714	2762.961	3508.171
SKINTL	0	0	0	0	0	0	1	0	0
SKIV2L	1972.55	1319.26	1838	2225.29	1902.27	1327	2879	2342.6	2698
SKIV2L2	6277.73	4558.18	6741.65	6289.15	6579.73	5142.32	6648.14	5127.81	6099.23
SKOR1	186	136	181	236	217	136	338	251	294
SKP1	4916.984	3861.999	4982.986	4968.989	5279.986	3977.986	6207.986	4525.986	5411.981
SKP1P2	22.9244	9.26491	10.0975	19.465	7.63505	9.40785	17.4666	20.2779	17.7804
SKP2	3799.798	2778.38	4036.427	3728.586	3986.968	3115.11	3919.919	3065.536	3569.538
SLA	1904.0033	1332	1703.99792	1632	1464	1130	1398	1051	1442
SLA2	76.9322	54.6741	92.2967142687	66.6756	54.64613	51.2072	47.9894	71.7367	66.3148
SLAIN1	2129.99679	1479.9998	2235.99703	1997.0008	2240.00175	1760.0004	3167.9971	2489.9962	2855.0051
SLAIN2	999	698	1119	1040	1016	925	1160	889	1133
SLAMF1	129	74	101	122	128	96	122	111	133
SLAMF6	2043.3714	1334.8053	2081.191	2075.0067	2061.9223	1752.48	2347.3892	1997.1648	2185.8824
SLAMF7	28.3515	23.2777	27.4113	21.388	21.431	22.2819	18.0288	7.78891	17.2798
SLAMF8	0	0	0	0	0	0	0	0	1
SLAMF9	0	0	0	0	0	0	0	0	3
SLBP	4913	3549	5397	4744	4874	4015	6473	4718	5702
SLC10A1	93	74	73	94	89	57	63	68	49
SLC10A2	12	3	10	13	5	6	5	4	4
SLC10A3	270	217.00015	277.0004	352	307.9996	257.9999	681	506.0001	521.0002
SLC10A4	2	0	0	0	1	0	0	0	1
SLC10A5	12	19	22	12	28	14	36	35	44
SLC10A6	0	0	0	0	0	1	2	0	1
SLC10A7	364.0004	238.0003	404.0004	359.9997	381.0004	358.9999	615.0003	486.9995	541.0001
SLC11A1	38	22	25	42	41	21	24	40	60
SLC11A2	1270.108	936.711300347545	1310.2531	1327.6476	1285.09180003604	955.7045	1464.128042	1199.6212	1293.9461
SLC12A1	0	0	0	2	1	0	1	3	3
SLC12A2	2746.648	1949.142	2909.1914	2748.3547	2894.0842	2248.3056	3717.442	2867.1835	3582.8378
SLC12A3	19.1798908	3.4671542	18.1305	12.5247653	11.6297	12.9344153	22.8636439	18.8373909	24.7786881
SLC12A4	382.0001	246.0000687019	397.60309769	391.9995	370.0005	253.5718	505.9998	441.914	529.7253
SLC12A5	35	35	30	42	27	34	68	81	47
SLC12A6	372.82209	228.40638544	344.3022	392.750800089577	394.842	273.41230117474	661.266192	510.240538602	632.03850627108
SLC12A7	54	30	61	84	69	42	329	251	329
SLC12A8	66.4140000162955	43.7095000240274	72.0816000189138	76.3760000237336	114.428000177965	57.7176000500329	295.298000077758	199.063000093021	210.053000081417
SLC12A9	984	590.9999	714.9999	906.0003	792.0001	538.99973	1097.0003	900.99955	1076.9999
SLC13A1	7.15856	11.3432	7.08355	10.1461	10.1533	10.2316	5.1576	1.01336	6.06177
SLC13A2	0	0	0	0	0	0	0	0	0
SLC13A3	0	0.999999735	2.00242	4	0	3	2.00000192	6	6
SLC13A4	43	29	26	43	33	35	35	53	32
SLC13A5	1	1	0	0	4	2	4	4	6
SLC14A1	144.467	87.3488	137.105	118.163500020591	130.23190006922	83.5787	132.3388	74.5905	140.395
SLC14A2	362.351	213.451	380.608	311.627	295.793	243.388	300.705	224.287	309.586
SLC15A1	60.4823	57.5887	54.9523	44.7972	55.5435	39.5915	53.6525	29.0545	47.61
SLC15A2	251.515168562	150.932173	184.904000484687	213.003	240.311000988829	146.9679	245.693	168.25685	263.114000287719
SLC15A3	1	3	6	1	1	1	0	0	0
SLC15A4	725	548	765	685	706	579	832	658	714
SLC15A5	0	0	0	0	0	0	0	0	0
SLC16A1	3977.997	2914.002	4022.999	3922.997	4311.003	3264.001	6368.003	4565.997	5742.996
SLC16A10	104	66	93	97	110	73	234	137	148
SLC16A11	9	1	6	8	11	4	9	10	11
SLC16A12	80.2744	43.4118	57.8649	45.0834	65.2486	44.5574	55.375	55.5819	58.5033
SLC16A13	37	11	19	19	25	18	38	55	36
SLC16A14	10	7	21	17	10	16	13	11	22
SLC16A2	0	0	1	0	0	1	1	0	0
SLC16A3	36	19.00001	45	19	23	14.0000010799714	103.99997	94	95.00002
SLC16A4	212.4123	114.5492	248.8831	177.55894	220.1701	156.7608	173.42937	112.1115	174.0574
SLC16A5	0	0	0	0	0	0	1	0	0
SLC16A6	1149	716	1210.02	1129.53	1289.347	1063.661	1622.127	1493.004	1585.999
SLC16A7	1061.6359	780.89490649871	1176.8699938	913.9718	1053.4921	887.645400010047	1160.87	960.496	1145.5187
SLC16A8	3	0	3	7	1	1	10	5	6
SLC16A9	1	0	1	1	0	0	1	2	8
SLC17A1	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0	0	0	0
SLC17A5	463.551	331.196	431.973	436.329	410.073	348.269	601.117	434.493	479.05
SLC17A6	0	0	0	0	0	0	0	0	0
SLC17A7	7	4	4	3	3	5	10	7	12
SLC17A8	0	0	2	0	0	0	0	0	0
SLC17A9	524	285	484	503	459	324	333	321	321
SLC18A1	0	0	0	0	0	0	0	0	0
SLC18A2	136	86	147	107	165	141	189	138	170
SLC18A3	0	0	0	0	0	0	1	0	0
SLC18B1	389	275	437	439	433	314	449	409	592
SLC19A1	296	171.0004	258	305.00044	249	172.0003	372.0000303056	317.000400664	354
SLC19A2	349	245	329	283	344	259	345	323	351
SLC19A3	146.022	92.6931	101.537	93.9473	123.275	73.5347	116.529	101.872	116.488
SLC1A1	22	16	19	19	19	15	15	43	14
SLC1A2	144.954959	98.352198	122.24306	119.2389	123.825264	78.627646	112.026991	78.47018	103.934141
SLC1A3	1	0	1	1	1	1	1	2	7
